"","Mat_Bat","Inns_Bat","NO","Runs_Bat","HS","Ave_Bat","BF","SR_Bat","100","50","4s","6s","Ct","St","Mat_Bowl","Inns_Bowl","Balls","Runs_Bowl","Wkts","Ave_Bowl","Econ","SR_Bowl","4w","5w","10","Full_Name","Country","Batting_Style","Bowling_Style"
"127",77,74,8,2203,137,33.37,2674,82.38,4,12,195,28,51,5,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Thomas William Maxwell Latham","New Zealand","Batting style Left-hand bat","Bowling style Right-arm medium"
"128",30,28,8,643,83,32.15,783,82.12,0,6,50,6,14,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Henry Michael Nicholls","New Zealand","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"129",22,18,5,392,74,30.15,370,105.94,0,1,25,20,6,0,22,22,756,651,13,50.07,5.16,58.1,0,0,0," Colin de Grandhomme","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"130",135,82,29,659,55,12.43,656,100.45,0,1,53,25,37,0,135,133,6780,6088,177,34.39,5.38,38.3,4,2,0," Timothy Grant Southee","New Zealand","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"131",25,9,1,50,24,6.25,71,70.42,0,0,2,3,6,0,25,24,1238,1151,31,37.12,5.57,39.9,1,0,0," Inderbir Singh Sodhi","New Zealand","Batting style Right-hand bat","Bowling style Legbreak"
"132",19,10,5,44,19,8.8,94,46.8,0,0,1,1,4,0,19,19,944,889,32,27.78,5.65,29.5,0,1,0," Lachlan Hammond Ferguson","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast"
"133",71,28,15,63,25,4.84,119,52.94,0,0,4,1,7,0,71,71,3325,2896,104,27.84,5.22,31.9,4,0,0," Mohammad Junaid Khan","Pakistan","Batting style Right-hand bat","Bowling style Left-arm fast"
"134",6,2,1,14,14,14,22,63.63,0,0,0,1,0,0,6,6,281,229,13,17.61,4.88,21.6,2,0,0," Shaheen Shah Afridi","Pakistan","Batting style Left-hand bat","Bowling style Left-arm medium"
"135",41,20,6,143,51,10.21,149,95.97,0,1,8,7,11,0,41,40,1981,1756,75,23.41,5.31,26.4,1,3,0," Hasan Ali","Pakistan","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"136",32,22,9,480,63,36.92,508,94.48,0,4,33,9,8,0,32,32,1341,1007,29,34.72,4.5,46.2,0,1,0," Syed Imad Wasim","Pakistan","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"137",29,13,5,239,54,29.87,358,66.75,0,3,14,3,7,0,29,28,1357,1051,42,25.02,4.64,32.3,3,0,0," Shadab Khan","Pakistan","Batting style Right-hand bat","Bowling style Legbreak"
"138",203,202,14,6153,140,32.72,8143,75.56,11,34,624,99,78,0,203,165,7409,5073,137,37.02,4.1,54,1,0,0," Mohammad Hafeez","Pakistan","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"139",16,16,3,819,128,63,1001,81.81,4,3,56,7,3,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Imam-ul-Haq","Pakistan","Batting style Left-hand bat",NA
"140",26,26,4,1275,210,57.95,1305,97.7,3,8,151,20,12,0,26,5,99,80,1,80,4.84,99,0,0,0," Fakhar Zaman","Pakistan","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"141",54,52,8,2267,125,51.52,2674,84.77,8,9,180,22,27,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mohammad Babar Azam","Pakistan","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"142",274,246,40,7284,143,35.35,8910,81.75,9,43,588,111,94,0,274,211,7868,6102,156,39.11,4.65,50.4,1,0,0," Shoaib Malik","Pakistan","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"143",98,73,16,1894,105,33.22,2188,86.56,2,9,145,10,96,23,98,1,12,15,0,NA,7.5,NA,0,0,0," Sarfraz Ahmed","Pakistan","Batting style Right-hand bat",NA
"144",16,10,2,104,23,13,135,77.03,0,0,7,5,5,0,16,16,573,409,18,22.72,4.28,31.8,0,1,0," Faheem Ashraf","Pakistan","Batting style Left-hand bat","Bowling style Right-arm medium"
"145",26,25,3,960,89,43.63,1175,81.7,0,10,75,14,9,0,26,15,528,503,10,50.3,5.71,52.8,0,0,0," Haris Sohail","Pakistan","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"146",11,8,1,200,50,28.57,153,130.71,0,1,13,12,2,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Asif Ali","Pakistan","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"147",36,14,5,170,48,18.88,172,98.83,0,0,15,7,12,0,36,34,1835,1701,68,25.01,5.56,26.9,5,2,0," Matthew James Henry","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"148",28,25,2,573,96,24.91,838,68.37,0,5,58,3,20,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Bradley-John Watling","New Zealand","Batting style Right-hand bat",NA
"149",97,94,10,2651,124,31.55,3834,69.14,3,17,225,56,30,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Darren Michael Bravo","West Indies","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"150",11,9,1,117,33,14.62,182,64.28,0,0,5,1,4,0,11,7,161,149,3,49.66,5.55,53.6,0,0,0," Roston Lamar Chase","West Indies","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"151",195,183,24,5577,134,35.07,6863,81.26,7,40,504,38,45,0,195,192,9899,7333,247,29.68,4.44,40,8,1,0," Shakib Al Hasan","Bangladesh","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"152",95,48,23,120,17,4.8,223,53.81,0,0,12,2,17,0,95,93,4234,3955,121,32.68,5.6,34.9,7,1,0," Mohammad Rubel Hossain","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm fast"
"153",186,184,8,6450,154,36.64,8254,78.14,11,44,704,82,46,0,186,2,6,13,0,NA,13,NA,0,0,0," Tamim Iqbal Khan","Bangladesh","Batting style Left-hand bat",NA
"154",57,55,6,1853,175,37.81,2224,83.31,7,6,193,21,22,0,57,26,674,618,8,77.25,5.5,84.2,0,0,0," Calum Scott MacLeod","Scotland","Batting style Right-hand bat","Bowling style Right-arm medium-fast, Right-arm offbreak"
"155",43,39,1,865,114,22.76,1101,78.56,2,2,88,13,65,3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Matthew Henry Cross","Scotland","Batting style Right-hand bat",NA
"156",50,48,2,1969,156,42.8,2217,88.81,4,12,257,28,14,0,50,7,179,203,1,203,6.8,179,0,0,0," Kyle James Coetzer","Scotland","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"157",70,65,6,1597,101,27.06,2231,71.58,1,11,110,27,24,0,70,45,1262,1116,31,36,5.3,40.7,1,0,0," Richard Douglas Berrington","Scotland","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"158",16,16,3,381,55,29.3,529,72.02,0,1,43,7,8,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Henry George Munsey","Scotland","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"159",1,1,0,11,11,11,9,122.22,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Dylan Evers Budge","Scotland","Batting style Right-hand bat","Bowling style Right-arm medium"
"160",30,24,6,435,59,24.16,399,109.02,0,3,38,16,15,0,30,27,962,881,14,62.92,5.49,68.7,1,0,0," Michael Alexander Leask","Scotland","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"161",36,25,10,211,34,14.06,300,70.33,0,0,14,3,10,0,36,36,1727,1418,54,26.25,4.92,31.9,2,1,0," Safyaan Mohammed Sharif","Scotland","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"162",18,12,4,130,31,16.25,170,76.47,0,0,8,3,6,0,18,18,940,693,22,31.5,4.42,42.7,0,0,0," Mark Robert James Watt","Scotland","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"163",31,15,8,94,28,13.42,142,66.19,0,0,9,1,6,0,31,30,1433,1223,43,28.44,5.12,33.3,2,0,0," Alasdair Campbell Evans","Scotland","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"164",11,5,0,16,7,3.2,36,44.44,0,0,1,0,3,0,11,11,522,468,18,26,5.37,29,2,0,0," Christopher Barclay Sole","Scotland","Batting style Right-hand bat","Bowling style Right-arm medium"
"165",42,25,12,245,50,18.84,290,84.48,0,1,20,5,19,0,42,41,1761,1665,48,34.68,5.67,36.6,2,0,0," David Jonathan Willey","England","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"166",15,12,0,271,62,22.58,298,90.93,0,2,29,2,13,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Samuel William Billings","England","Batting style Right-hand bat",NA
"167",35,35,3,890,111,27.81,1257,70.8,1,5,96,6,51,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Timothy David Paine","Australia","Batting style Right-hand bat","Bowling style Right-arm medium"
"168",9,8,1,144,46,20.57,166,86.74,0,0,17,1,4,0,9,9,432,414,8,51.75,5.75,54,0,0,0," Ashton Charles Agar","Australia","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"169",2,2,0,8,6,4,16,50,0,0,0,0,0,0,2,2,100,120,2,60,7.2,50,0,0,0," Michael Gertges Neser","Australia","Batting style Right-hand bat","Bowling style Right-arm medium"
"170",7,7,3,57,19,14.25,48,118.75,0,0,5,2,1,0,7,7,387,392,12,32.66,6.07,32.2,0,1,0," Andrew James Tye","Australia","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"171",18,8,3,45,19,9,53,84.9,0,0,2,3,4,0,18,18,935,854,27,31.62,5.48,34.6,0,1,0," Kane William Richardson","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"172",6,4,2,4,2,2,26,15.38,0,0,0,0,1,0,6,6,294,275,7,39.28,5.61,42,0,0,0," Billy Stanlake","Australia","Batting style Left-hand bat","Bowling style Right-arm fast"
"173",4,3,1,21,14,10.5,34,61.76,0,0,0,0,1,0,4,4,222,271,7,38.71,7.32,31.7,0,0,0," Jhye Avon Richardson","Australia","Batting style Right-hand bat","Bowling style Right-arm fast"
"174",15,8,5,50,30,16.66,59,84.74,0,0,5,1,3,0,15,15,822,662,18,36.77,4.83,45.6,1,0,0," Nathan Michael Lyon","Australia","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"175",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,42,55,0,NA,7.85,NA,0,0,0," Craig Overton","England","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"176",18,6,2,38,28,9.5,49,77.55,0,0,6,0,5,0,18,18,947,980,21,46.66,6.2,45,0,1,0," Jacob Timothy Ball","England","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"177",3,2,0,1,1,0.5,3,33.33,0,0,0,0,1,0,3,3,162,179,0,NA,6.62,NA,0,0,0," Siddarth Kaul","India","Batting style Right-hand bat","Bowling style Right-arm medium"
"178",42,27,4,670,83,29.13,585,114.52,0,4,42,31,17,0,42,41,1768,1638,40,40.95,5.55,44.2,0,0,0," Hardik Himanshu Pandya","India","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"179",226,194,35,5615,116,35.31,6005,93.5,5,36,476,120,102,0,226,101,2126,1811,36,50.3,5.11,59,0,0,0," Suresh Kumar Raina","India","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"180",13,12,3,317,100,35.22,393,80.66,1,2,25,5,6,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Kannaur Lokesh Rahul","India","Batting style Right-hand bat",NA
"181",86,73,19,1663,79,30.79,2282,72.87,0,9,167,14,55,7,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Krishnakumar Dinesh Karthik","India","Batting style Right-hand bat",NA
"182",5,2,1,22,22,22,16,137.5,0,0,0,2,3,0,5,5,215,218,6,36.33,6.08,35.8,1,0,0," Shardul Narendra Thakur","India","Batting style Right-hand bat","Bowling style Right-arm medium"
"183",6,5,0,131,51,26.2,150,87.33,0,1,17,0,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," James Michael Vince","England","Batting style Right-hand bat","Bowling style Right-arm medium"
"184",46,26,9,346,73,20.35,418,82.77,0,2,31,8,6,0,46,46,2287,1810,58,31.2,4.74,39.4,1,0,0," Mohammad Amir","Pakistan","Batting style Left-hand bat","Bowling style Left-arm fast"
"185",9,1,0,0,0,0,1,0,0,0,0,0,3,0,9,9,354,275,18,15.27,4.66,19.6,1,1,0," Usman Khan Shinwari","Pakistan","Batting style Right-hand bat","Bowling style Left-arm medium-fast"
"186",18,15,7,16,7,2,89,17.97,0,0,2,0,7,0,18,18,786,733,18,40.72,5.59,43.6,1,0,0," Blessing Muzarabani","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"187",103,103,2,2389,99,23.65,3784,63.13,0,16,226,14,33,0,103,58,1667,1615,35,46.14,5.81,47.6,1,0,0," Chamunorwa Justice Chibhabha","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm medium"
"188",3,2,0,4,4,2,10,40,0,0,0,0,1,0,3,3,138,157,2,78.5,6.82,69,0,0,0," Liam Nicholas Roche","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"189",10,10,0,131,39,13.1,305,42.95,0,0,7,0,3,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Brian Bara Chari","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"190",15,15,1,304,60,21.71,382,79.58,0,1,29,5,11,0,15,1,12,11,0,NA,5.5,NA,0,0,0," Tarisai Kenneth Musakanda","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm medium, Right-arm slow-medium"
"191",5,5,1,108,47,27,178,60.67,0,0,6,2,3,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Ryan Craig Murray","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"192",2,2,0,40,39,20,60,66.66,0,0,2,0,0,0,2,1,18,19,0,NA,6.33,NA,0,0,0," Prince Spencer Masvaure","Zimbabwe","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"193",18,15,6,134,42,14.88,218,61.46,0,0,8,3,6,0,18,16,768,556,20,27.8,4.34,38.4,0,0,0," Tendai Sam Chisoro","Zimbabwe","Batting style Left-hand bat","Bowling style Left-arm fast-medium, Slow left-arm orthodox"
"194",19,9,3,102,32,17,114,89.47,0,0,9,1,5,0,19,18,951,807,19,42.47,5.09,50,1,1,0," Yasir Shah","Pakistan","Batting style Right-hand bat","Bowling style Legbreak googly"
"195",2,2,0,37,34,18.5,49,75.51,0,0,3,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Tinashe Stephen Kamunhukamwe","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"196",14,12,3,199,53,22.11,213,93.42,0,1,15,3,4,0,14,14,675,583,16,36.43,5.18,42.1,1,0,0," Mohammad Nawaz","Pakistan","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"197",80,39,19,46,6,2.3,198,23.23,0,0,1,0,11,0,80,79,3767,3407,88,38.71,5.42,42.8,2,1,0," Christopher Bobby Mpofu","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"198",37,34,0,1038,120,30.52,1464,70.9,3,3,101,19,10,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mohammad Anamul Haque Bijoy","Bangladesh","Batting style Right-hand bat",NA
"199",54,48,5,1054,65,24.51,1127,93.52,0,5,117,22,30,0,54,17,212,244,3,81.33,6.9,70.6,0,0,0," Mohammad Sabbir Rahman","Bangladesh","Batting style Right-hand bat","Bowling style Legbreak"
"200",24,20,9,341,50,31,436,78.21,0,1,36,6,9,0,24,22,542,454,11,41.27,5.02,49.2,0,0,0," Mosaddek Hossain Saikat","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"201",52,44,9,998,92,28.51,765,130.45,0,4,91,54,11,0,52,51,2176,2128,65,32.73,5.86,33.4,5,0,0," Andre Dwayne Russell","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast"
"202",16,8,5,104,29,34.66,121,85.95,0,0,6,4,5,0,16,15,757,818,24,34.08,6.48,31.5,1,1,0," Alzarri Shaheim Joseph","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"203",28,24,1,551,91,23.95,795,69.3,0,4,45,10,3,0,28,8,146,131,0,NA,5.38,NA,0,0,0," Jason Nazimuddin Mohammed","West Indies","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"204",284,279,17,9727,215,37.12,11333,85.82,23,49,1073,275,120,0,284,194,7322,5831,165,35.33,4.77,44.3,3,1,0," Christopher Henry Gayle","West Indies","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"205",35,32,1,1010,176,32.58,1227,82.31,2,3,105,24,12,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Evin Lewis","West Indies","Batting style Left-hand bat",NA
"206",6,4,2,14,8,7,24,58.33,0,0,1,0,1,0,6,6,256,269,8,33.62,6.3,32,0,0,0," Sheldon Shane Cottrell","West Indies","Batting style Right-hand bat","Bowling style Left-arm fast-medium"
"207",203,173,46,5380,139,42.36,6451,83.39,2,37,421,84,50,0,203,154,5071,3901,114,34.21,4.61,44.4,1,1,0," Angelo Davis Mathews","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm medium"
"208",9,7,1,83,31,13.83,151,54.96,0,0,5,0,1,0,9,8,174,150,2,75,5.17,87,0,0,0," Gampalage Shehan Naveendra De Fonseka Gunawarna Jayasuriya","Sri Lanka","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"209",81,44,19,205,26,8.2,367,55.85,0,0,14,2,19,0,81,79,3686,3321,105,31.62,5.4,35.1,3,0,0," Ranasinghe Arachchige Suranga Lakmal","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"210",8,5,3,16,7,8,37,43.24,0,0,2,0,2,0,8,8,310,396,8,49.5,7.66,38.7,0,0,0," Chandradasa Brahammana Ralalage Lahiru Sudesh Kumara","Sri Lanka","Batting style Left-hand bat","Bowling style Right-arm fast"
"211",169,166,11,7696,159,49.65,8618,89.3,26,36,785,52,83,0,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Hashim Mahomed Amla","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium, Right-arm offbreak"
"212",2,2,1,11,11,11,13,84.61,0,0,1,0,0,0,2,2,96,95,0,NA,5.93,NA,0,0,0," Neketh Gedara Roshan Prabath Jayasuriya","Sri Lanka","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"213",92,57,21,503,58,13.97,709,70.94,0,1,26,1,25,0,92,92,4732,3096,106,29.2,3.92,44.6,5,0,0," Paul Ronald Reiffel","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"214",2,2,1,8,5,8,6,133.33,0,0,1,0,1,0,2,2,102,121,1,121,7.11,102,0,0,0," Carl Junior Dala","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium"
"215",4,2,0,25,17,12.5,26,96.15,0,0,4,0,0,0,4,4,187,166,6,27.66,5.32,31.1,0,0,0," Keshav Athmanand Maharaj","South Africa","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"216",6,4,1,71,51,23.66,112,63.39,0,1,3,1,4,0,6,6,252,167,10,16.7,3.97,25.2,1,0,0," Michael James Grattan Rippon","South Africa","Batting style Right-hand bat","Bowling style Slow left-arm chinaman"
"217",13,13,1,294,56,24.5,339,86.72,0,2,36,8,2,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Stephanus Johannes Myburgh","Netherlands","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"218",6,4,0,116,74,29,96,120.83,0,1,16,2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Benjamin Nicolas Cooper","Netherlands","Batting style Left-hand bat","Bowling style Right-arm medium"
"219",30,29,4,866,137,34.64,1152,75.17,1,6,85,14,16,8,30,2,24,24,0,NA,6,NA,0,0,0," Wesley Barresi","Netherlands","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"220",2,2,0,30,30,15,62,48.38,0,0,1,1,1,0,2,2,23,15,1,15,3.91,23,0,0,0," Bas de Leede","Netherlands",NA,NA
"221",39,23,10,123,34,9.46,229,53.71,0,0,8,2,11,0,39,39,1799,1399,47,29.76,4.66,38.2,1,0,0," Pieter Marinus Seelaar","Netherlands","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"222",2,2,0,27,18,13.5,34,79.41,0,0,2,0,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Scott Andrew Edwards","Netherlands","Batting style Right-hand bat",NA
"223",2,2,0,12,12,6,14,85.71,0,0,0,1,3,0,2,2,71,63,1,63,5.32,71,0,0,0," Shane Snater","Netherlands","Batting style Right-hand bat","Bowling style Right-arm medium"
"224",2,2,0,24,13,12,46,52.17,0,0,1,0,0,0,2,2,120,68,6,11.33,3.4,20,0,0,0," Frederick Jack Klaassen","Netherlands","Batting style Right-hand bat","Bowling style Left-arm medium-fast"
"225",4,3,3,30,15,NA,40,75,0,0,1,0,0,0,4,4,156,131,2,65.5,5.03,78,0,0,0," Paul Adriaan van Meekeren","Netherlands","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"226",3,3,1,88,61,44,89,98.87,0,1,6,4,0,0,3,3,172,133,6,22.16,4.63,28.6,0,0,0," Sompal Kami","Nepal","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"227",2,2,0,0,0,0,4,0,0,0,0,0,0,0,2,2,90,99,1,99,6.6,90,0,0,0," Karan KC","Nepal","Batting style Right-hand bat","Bowling style Right-arm fast"
"228",3,3,0,79,51,26.33,110,71.81,0,1,10,2,3,0,3,3,132,83,5,16.6,3.77,26.4,1,0,0," Paras Khadka","Nepal","Batting style Right-hand bat","Bowling style Right-arm medium-fast, Right-arm offbreak"
"229",3,3,0,11,8,3.66,32,34.37,0,0,0,0,0,0,3,3,180,107,8,13.37,3.56,22.5,1,0,0," Sandeep Lamichhane","Nepal","Batting style Right-hand bat","Bowling style Legbreak googly"
"230",3,3,0,13,12,4.33,43,30.23,0,0,2,0,0,0,3,3,168,116,4,29,4.14,42,0,0,0," Basant Regmi","Nepal","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"231",1,1,1,9,9,NA,44,20.45,0,0,0,0,1,0,1,1,24,15,0,NA,3.75,NA,0,0,0," Shakti Prasad Gauchan","Nepal","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"232",3,3,0,68,51,22.66,89,76.4,0,1,11,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Gyanendra Malla","Nepal","Batting style Right-hand bat",NA
"233",2,2,0,25,21,12.5,35,71.42,0,0,4,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Anil Kumar Sah","Nepal","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"234",3,3,0,92,40,30.66,129,71.31,0,0,7,1,2,0,3,2,66,45,1,45,4.09,66,0,0,0," Dipendra Singh Airee","Nepal","Batting style Right-hand bat","Bowling style Right-arm medium, Right-arm offbreak"
"235",3,3,0,19,16,6.33,60,31.66,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Aarif Sheikh","Nepal","Batting style Right-hand bat","Bowling style Right-arm medium"
"236",1,1,0,4,4,4,15,26.66,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Sharad Vesawkar","Nepal","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"237",2,2,0,40,39,20,94,42.55,0,0,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Daniel James ter Braak","Netherlands","Batting style Right-hand bat","Bowling style Legbreak"
"238",2,2,0,69,50,34.5,130,53.07,0,1,5,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Subash Prasad Khakurel","Nepal","Batting style Right-hand bat",NA
"239",2,2,0,15,9,7.5,29,51.72,0,0,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Rohit Kumar Paudel","Nepal","Batting style Right-hand bat","Bowling style Right-arm medium"
"240",1,1,1,4,4,NA,9,44.44,0,0,0,0,0,0,1,1,54,43,2,21.5,4.77,27,0,0,0," Lalit Singh Bhandari","Nepal","Batting style Left-hand bat","Bowling style Left-arm medium"
"241",2,2,0,15,14,7.5,11,136.36,0,0,1,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Hazratullah Zazai","Afghanistan","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"242",16,16,2,307,57,21.92,440,69.77,0,3,38,6,10,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Ihsanullah Janat","Afghanistan","Batting style Right-hand bat",NA
"243",49,41,8,757,82,22.93,1061,71.34,0,5,53,22,9,0,49,45,1514,1319,37,35.64,5.22,40.9,2,0,0," Gulbadin Naib","Afghanistan","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"244",53,49,2,1713,114,36.44,2424,70.66,3,12,132,19,13,0,53,19,404,400,12,33.33,5.94,33.6,0,1,0," Rahmat Shah Zurmatai","Afghanistan","Batting style Right-hand bat","Bowling style Legbreak googly"
